id,URL,Name,category,Size,Serving,Calories,AverageRatings,Ratings,image_link
108,http://allrecipes.com/recipe/grilled-shrimp-scampi/detail.aspx,Grilled Shrimp Scampi,Barbecue,816.91,6,173,4.57,175,http://images.media-allrecipes.com/userphotos/140x140/00/08/74/87496.jpg
109,http://allrecipes.com/recipe/men-love-this-steak/detail.aspx,Men Love This Steak,Barbecue,902.7,2,665,4.71,55,http://images.media-allrecipes.com/userphotos/140x140/00/23/23/232393.jpg
110,http://allrecipes.com/recipe/grilled-garlic-parmesan-zucchini/detail.aspx,Grilled Garlic Parmesan Zucchini,Barbecue,680.35,4,146,4.54,85,http://images.media-allrecipes.com/userphotos/140x140/01/94/49/1944915.jpg
111,http://allrecipes.com/recipe/asian-roll-lettuce-wrap/detail.aspx,Asian Roll Lettuce Wrap,Barbecue,1847.08,4,369,4.34,56,http://images.media-allrecipes.com/userphotos/140x140/01/30/82/1308216.jpg
112,http://allrecipes.com/recipe/delicious-grilled-hamburgers/detail.aspx,Delicious Grilled Hamburgers,Barbecue,501.78,3,396,4.2,59,http://images.media-allrecipes.com/userphotos/140x140/00/09/39/93950.jpg
113,http://allrecipes.com/recipe/greek-chicken/detail.aspx,Greek Chicken,Barbecue,2160.7,8,412,4.48,103,http://images.media-allrecipes.com/userphotos/140x140/00/34/34/343429.jpg
114,http://allrecipes.com/recipe/chicken-and-bacon-shish-kabobs/detail.aspx,Chicken and Bacon Shish Kabobs,Barbecue,1269.95,6,235,4.68,250,http://images.media-allrecipes.com/userphotos/140x140/02/24/31/2243121.jpg
115,http://allrecipes.com/recipe/bacon-wrapped-hamburgers/detail.aspx,Bacon Wrapped Hamburgers,Barbecue,1109.23,6,378,4.58,215,http://images.media-allrecipes.com/userphotos/140x140/00/07/89/78927.jpg
116,http://allrecipes.com/recipe/grilled-pork-tenderloin/detail.aspx,Grilled Pork Tenderloin,Barbecue,1168.88,6,197,4.67,73,http://images.media-allrecipes.com/userphotos/140x140/00/59/18/591851.jpg
117,http://allrecipes.com/recipe/brisket-with-bbq-sauce/detail.aspx,Brisket with BBQ Sauce,Barbecue,2291.95,10,560,4.67,102,http://images.media-allrecipes.com/userphotos/140x140/00/64/89/648975.jpg
118,http://allrecipes.com/recipe/best-hamburger-ever/detail.aspx,Best Hamburger Ever,Barbecue,906.54,4,445,3.94,127,http://images.media-allrecipes.com/userphotos/140x140/00/70/23/702338.jpg
119,http://allrecipes.com/recipe/grilled-fish-tacos-with-chipotle-lime-dressing/detail.aspx,Grilled Fish Tacos with Chipotle-Lime Dressing,Barbecue,2110.74,6,416,4.6,205,http://images.media-allrecipes.com/userphotos/140x140/01/13/24/1132459.jpg
120,http://allrecipes.com/recipe/grilled-chicken-thighs-tandoori/detail.aspx,Grilled Chicken Thighs Tandoori,Barbecue,1894.43,8,349,4.42,86,http://images.media-allrecipes.com/userphotos/140x140/00/97/11/971148.jpg
121,http://allrecipes.com/recipe/smoky-grilled-pork-chops/detail.aspx,Smoky Grilled Pork Chops,Barbecue,955.61,4,254,4.61,102,http://images.media-allrecipes.com/userphotos/140x140/00/93/09/930933.jpg
122,http://allrecipes.com/recipe/spicy-chipotle-turkey-burgers/detail.aspx,Spicy Chipotle Turkey Burgers,Barbecue,846.75,4,376,4.58,135,http://images.media-allrecipes.com/userphotos/140x140/00/85/38/853825.jpg
123,http://allrecipes.com/recipe/grilled-rock-lobster-tails/detail.aspx,Grilled Rock Lobster Tails,Barbecue,699.98,2,742,4.69,84,http://images.media-allrecipes.com/userphotos/140x140/00/83/65/836520.jpg
124,http://allrecipes.com/recipe/bbq-steak/detail.aspx,BBQ Steak,Barbecue,1403.75,6,442,4.55,51,http://images.media-allrecipes.com/userphotos/140x140/00/09/06/90673.jpg
125,http://allrecipes.com/recipe/north-carolina-style-pulled-pork/detail.aspx,North Carolina-Style Pulled Pork,Barbecue,5612.29,10,426,4.41,64,http://images.media-allrecipes.com/userphotos/140x140/00/42/82/428299.jpg
126,http://allrecipes.com/recipe/amys-delicious-turkey-burgers/detail.aspx,Amy's Delicious Turkey Burgers,Barbecue,553.1,4,239,4.21,62,http://images.media-allrecipes.com/userphotos/140x140/00/19/59/195930.jpg
127,http://allrecipes.com/recipe/lisas-favorite-carne-asada-marinade/detail.aspx,Lisa's Favorite Carne Asada Marinade,Barbecue,2089.85,12,207,4.77,53,http://images.media-allrecipes.com/userphotos/140x140/00/27/01/270131.jpg
128,http://allrecipes.com/recipe/rosemary-ranch-chicken-kabobs/detail.aspx,Rosemary Ranch Chicken Kabobs,Barbecue,879.89,6,378,4.72,754,http://images.media-allrecipes.com/userphotos/140x140/01/08/84/1088463.jpg
